Question,labels
HOW LONG HAVE YOU BEEN PLAYING TICKLING GAMES FOR,4
A LONG TIME,13
OKAY AND WHAT ELSE CAN YOU TELL ME ABOUT THE TICKLING GAMES,2
ONLY STEPHEN DOES OKAY AND HAVE YOU TOLD ANYONE ELSE ABOUT THE TICKLING GAMES,5
YES SO TELL ME MORE ABOUT WHO ELSE YOU'VE TOLD ABOUT THE TICKLING GAME,2
HM-HM,13
OKAY ALL RIGHT AND SO TELL ME MORE ABOUT WHEN YOU SPOKE TO TAMMY,2
YEAH OKAY AND JUST WHEN YOU'RE IN THE BATH CAN YOU TELL ME MORE APART FROM WHEN YOU'RE TICKLING MORE ABOUT WHAT STEPHEN IS DOING,5
YEAH SO TELL ME MORE ABOUT WHAT STEPHEN DOES WHEN YOU'RE IN THE BATH,2
CAN YOU TELL ME WHETHER STEPHEN IS IN THE BATH WITH YOU OUTSIDE THE BATH OR SOMETHING ELSE,5
OUTSIDE THE BATH,13
SITS NEXT TO IT AND WHEN STEPHEN IS TICKLING YOUR MINI YOU SAID THAT HE USES HIS HAND,13
TELL ME MORE ABOUT WHAT HE DOES WITH HIS HAND,2
AND TELL ME MORE ABOUT THE FINGERS THAT HE USES,2
ALL OF THEM,13
HM AND TELL ME HOW HE WIGGLES THEM AROUND,4
MOVES THEM IN CIRCLES,13
OKAY SO TELL ME WHO ELSE YOU LIVE WITH,4
JUST YOUR MUM AND STEPHEN,13
OKAY SO TELL ME MORE ABOUT MUM,3
AND SHE'S REALLY NICE AND CAN YOU TELL ME IS MUM HOME WHEN YOU AND STEPHEN PLAY TICKLING GAMES OR IS SHE SOMEWHERE ELSE,13
SHE'S SOMEWHERE ELSE IS THERE ANYTHING ELSE YOU WANT TO TALK TO ME ABOUT WHAT STEPHEN DOES,5
NO OKAY I THINK THAT WOULD BE ALL FOR ME TODAY,13
SO ALAN WHO HAVE COME TO TALK TO ME ABOUT TODAY,4
ABOUT HIDE AND SEEK I WANT YOU TO TELL ME ALL ABOUT HIDE AND SEEK START FROM THE BEGINNING FOR ME,2
OKAY I WANT YOU TO TELL ME MORE ABOUT JACK,3
TELL ME MORE ABOUT THE PART WHERE YOU PLAY GAMES WITH JACK,2
ALAN TELL ME MORE ABOUT THE HIDE AND SEEK GAME YOU PLAY WITH JACK,2
TELL ME MORE ABOUT THE DARES PART,2
AND WHAT SORT OF DARES DO YOU HAVE TO DO IN THE GAME,4
WHEN YOU PLAY THESE GAMES ALAN WHERE DO YOU PLAY THESE GAMES,4
I WANT TO GO BACK AND TALK A LITTLE BIT MORE ABOUT THE RUDE DARE TELL ME MORE ABOUT THE RUDE DARE,2
AND THEN WHAT HAPPENED,1
AND THEN WHAT HAPPENED,1
I WANT TO GO BACK TO THE BIT WHERE JACK MADE YOU TAKE YOUR PANTS OFF ALAN AND TELL ME EVERYTHING YOU REMEMBER ABOUT THAT BIT,2
AND WHAT WAS JACK DOING WHEN THIS WAS HAPPENING,4
HOW OLD IS JACK ALAN,4
AND YOU PLAYED THIS GAME THIS HIDE AND SEEK GAME THE OTHER DAY TELL ME MORE ABOUT THE OTHER DAY,2
HOW OFTEN DO YOU PLAY WITH JACK ALAN,4
AND HOW OFTEN DO YOU PLAY THE HIDE AND SEEK GAME,4
JUST ONE TIME OKAY ALAN I WANT TO GO BACK TO THE BIT WHERE YOU SAID HE TOUCHED YOU ON YOUR DOODLE I WANT YOU TO TELL ME EVERYTHING YOU REMEMBER ABOUT THAT PART,2
AND THEN WHAT HAPPENED,1
WHAT ELSE DID JACK SAY TO YOU,4
WHAT ELSE DID HE SAY,7
THAT'S OKAY I WANT TO GO BACK TO THE PART WHERE YOU SAID HE RUBBED YOUR DOODLE WITH HIS HAND TELL ME A BIT MORE ABOUT THAT PART,2
WHERE WAS MUM WHEN YOU WERE PLAYING HIDE AND SEEK ALAN,4
WHO ELSE WAS AROUND WHILE YOU WERE PLAYING HIDE AND SEEK,4
OKAY I WANT TO GO BACK I KNOW WE'VE ALREADY SPOKEN ABOUT THIS BUT I WANT TO GO BACK A BIT MORE ABOUT THE DARES WHAT ARE ALL THE DARES THAT HAVE HAPPENED DURING THIS GAME,4
HOW LONG DOES THE GAME GO FOR,4
AND WHERE IN YOUR BACKYARD DID YOU PLAY HIDE AND SEEK,4
CAN YOU TELL ME MORE ABOUT THAT BIT,5
OKAY TELL ME MORE ABOUT PLAYING HIDE AND SEEK BEHIND THE SHED,2
AND HOW MANY TIMES DID YOU PLAY HIDE AND SEEK WITH JACK ON THAT DAY,4
I WANT YOU TO TELL ME MORE ABOUT THE PART WHERE YOU PULLED YOUR PANTS DOWN,2
THEN WHAT HAPPENED,13
SARAH TELL ME WHY YOU HAVE COME IN TO SEE ME TODAY,0
ABOUT YOUR COUSIN,13
OKAY TELL ME MORE ABOUT YOUR COUSIN,3
OKAY AND HOW OLD IS HE,4
YOU'RE NOT SURE OKAY WHAT IS HIS NAME,4
OKAY SO MARK IS YOUR COUSIN AND HE LIVES WITH YOU,13
ALL RIGHT YOU'VE COME IN TODAY TO TALK TO ME ABOUT YOUR COUSIN MARK SO TELL ME EVERYTHING THAT YOU WANT TO TALK TO ME ABOUT MARK,2
OKAY TELL ME MORE ABOUT THE NASTY THINGS THAT HE SAID TO YOU,2
HM-HM,13
AND THEN WHAT HAPPENED,1
AND THEN WHAT HAPPENED,1
OKAY AND THEN WHAT HAPPENED,1
AND THEN WHAT HAPPENED,1
AND WHAT HAPPENED THEN,1
OKAY NOW YOU TOLD ME THAT YOU CAME HOME ON MONDAY AND THAT MARK WAS NASTY TO YOU,13
HM-HM WHAT HAPPENED BEFORE HE STARTED BEING NASTY TO YOU,4
WAS ANYONE ELSE HOME AT THE TIME,5
OKAY AND YOU TOLD ME THAT HE WAS NASTY AND HE SAID THAT YOU WERE UGLY AND THAT YOU HAD SMELLY SHOES AND YOU HAD TO BE PUNISHED AND THEN HE TOLD YOU TO GO TO YOUR ROOM,13
AND TO TAKE YOUR CLOTHES OFF OKAY,13
TELL ME MORE ABOUT HIM TELLING YOU TO GO TO YOUR ROOM TELL ME EVERYTHING THAT HAPPENED,2
HM-HM AND HOW DO YOU KNOW THAT,4
OKAY AND WHERE WERE YOU WHEN HE TOLD YOU TO GO TO YOUR ROOM,4
OKAY AND WHERE WAS MARK WHEN HE TOLD YOU TO GO TO YOUR ROOM,4
OKAY AND THEN YOU'VE GONE TO YOUR ROOM,13
AND YOU TOOK YOUR DRESS OFF TELL ME EVERYTHING THAT HAPPENED WHEN YOU TOOK YOUR DRESS OFF BECAUSE I WASN'T THERE AT THE TIME,2
HM AND WHERE WERE YOU WHEN HE WHIPPED YOU,4
TELL ME MORE ABOUT BEING ON YOUR BED,2
OKAY AND WERE YOU ON YOUR TUMMY OR YOUR BACK,6
WHY DID YOU LIE DOWN ON YOUR BED,4
OKAY AND WHAT DID YOU SAY,4
OKAY AND THEN YOU SAID THAT HE WHIPPED YOU 15 TIMES AND THEN HE STOPPED,13
TELL ME MORE ABOUT WHAT HAPPENED WHEN HE STOPPED,2
OKAY AND YOU TOLD ME THAT YOU STAYED IN YOUR ROOM UNTIL BEDTIME,13
OKAY DID ANYONE COME HOME DURING THAT TIME,5
WHERE WAS YOUR MUM,4
OKAY AND WHERE WAS YOUR DAD,4
WHAT TIME DID YOU GO TO BED,4
OKAY AND YOU TOLD ME THAT THIS HAPPENED WHEN YOU GOT HOME FROM SCHOOL,13
SO WHAT TIME DID THIS HAPPEN,4
OKAY AND DIDN'T YOU HAVE ANY DINNER,13
WHAT WAS TOO SORE,4
OKAY AND THEN WHAT HAPPENED THE NEXT MORNING,1
OKAY DID YOU SEE YOUR MUM OR DAD,5
OKAY DID THEY SEE THAT YOU WERE HURTING,5
OKAY AND WHEN YOU GOT TO SCHOOL TELLME WHAT HAPPENED,2
AND THEN WHAT HAPPENED,1
OKAY AND WHAT DID YOU SAY,4
OKAY WHY DIDN'T YOU SAY ANYTHING,4
AND THEN WHAT HAPPENED,1
OKAY AND HOW ARE YOU FEELING NOW,4
ALL RIGHT SO IS THERE ANYTHING ELSE THAT YOU WOULD LIKE TO THAT YOU NEED TO TELL ME,5
IS THERE ANYTHING ABOUT WHAT HAPPENED TO YOU THAT WE HAVEN'T SPOKEN ABOUT,5
OKAY TELL ME ABOUT THAT,2
OKAY WHEN DID THAT HAPPEN,4
AND WHERE WERE YOU WHEN THAT HAPPENED,4
HI ISABELLE TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
ABOUT YOUR BROTHER I HEARD SOMETHING BAD HAPPENED TO YOU WHEN YOU WERE WITH YOUR BROTHER DID SOMETHING BAD HAPPEN TO YOU WHEN YOU WERE WITH YOUR BROTHER,10
TELL ME EVERYTHING ABOUT THE BAD THING THAT HAPPENED WITH YOUR BROTHER I WANT TO KNOW ALL ABOUT IT,2
HM-HM,13
ALL OF THE EQUIPMENT,13
A NEW GAME,13
AND THE GAME WAS CALLED DOCTORS HM TELL ME EVERYTHING ABOUT THE NEW GAME CALLED DOCTORS,2
AND YOU WERE BEING THE PATIENT WHAT HAPPENED NEXT,1
HE POKED YOU ALL OVER YOUR BODY TO MAKE SURE YOUR BONES AREN'T BROKEN,13
WHAT HAPPENED NEXT,1
AND TELL ME MORE ABOUT THE PART WHERE HE HAD TO CHECK YOU WITH THE TEMPERATURE STICK,2
HE PUTS THE STICK INTO YOUR BOTTOM,13
AND IT REALLY HURTS,13
AND THEN YOU WENT HOME AND PLAYED IN YOUR ROOM HM-HM TELL ME MORE ABOUT THE TEMPERATURE STICK ISABELLE,3
A BROWN STICK THAT WAS IN THE TUNNEL,13
AND TELL ME ABOUT HOW YOU FELT THIS HAPPENS WITH THE TEMPERATURE STICK,4
JUST REALLY HURT JOHNNY TELL ME EVERYTHING ABOUT JOHNNY,3
AND HE HAS THE SAME BROWN HAIR,13
AND ISABELLE WHEN YOU TOLD ME THAT THIS HAPPENED IN THE TUNNEL CAN YOU TELL ME WHEREABOUTS THE TUNNEL IS AT THE PARK,5
TELL ME WHERE THE TUNNEL IS AT THE PARK,4
AND IT'S REALLY DARK,13
SOMETIMES IT'S WET AND ISABELLE TELL ME HOW MANY TIMES YOU'VE GONE INTO THE TUNNEL WITH JOHNNY,4
AND ISABELLE A LOT OF TIMES HAS YOUR BOTTOM BEEN SORE EVERY TIME YOU'VE GONE TO THE TUNNELS,5
NO OKAY WHEN YOU TOLD ME BEFORE THAT AFTER YOU WENT HOME AND PLAYED AT HOME TELL ME MORE ABOUT WHAT HAPPENED WHEN YOU WENT HOME,2
YOU PLAYED AT HOME WITH YOUR BARBIES IN YOUR ROOM,13
ISABELLE CAN YOU TELL ME ALL THE GOOD THINGS ABOUT WHEN YOU PLAY WITH YOUR BROTHER,5
ALL THE GOOD THINGS WHAT ARE THE GOOD THINGS ABOUT WHEN YOU PLAY WITH YOUR BROTHER,3
HM-HM,13
HM THAT HIDE AND SEEK IN THE HOUSE THAT SOUNDS FUN,13
TELL ME ABOUT ALL THE BAD THINGS ABOUT WHEN YOU PLAY WITH YOUR BROTHER,3
ONLY THE DOCTOR GAME THAT'S A BAD THING,5
ISABELLE ARE THERE TIMES WITH YOUR BROTHER THAT YOU DON'T FEEL SAFE WITH HIM,5
NO AND ARE THERE ANY TIMES WHERE YOU DO FEEL SAFE WITH YOUR BROTHER,5
TELL ME ABOUT ALL THE TIMES WHEN YOU DO FEEL SAFE WITH YOUR BROTHER,3
WHEN YOU PLAY ON THE TRAMPOLINE,4
:  JESSICA TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
: OKAY TELL ME MORE ABOUT THE BAD MAN,3
: A BIT FAT,13
: WHERE DID YOU SEE THIS BAD MAN,4
: TELL ME MORE ABOUT THE SWIMMING POOL,3
: AND WHAT HAPPENED NEXT,1
: AND THEN WHAT HAPPENED,1
: AND THEN WHAT HAPPENED,1
: TELL ME MORE ABOUT WHEN THE BAD MAN CAME IN,2
: AND YOU SAID YOU STARTED TO CRY,13
: TELL ME MORE ABOUT WHEN HE SAID HE HAD TO HELP YOU WIPE,2
: AND WHAT DID HE DO AFTER HE SAID THAT,4
: TELL ME ABOUT WHEN HE PUT HIS HAND BETWEEN YOUR LEGS,2
: WHAT DO YOU MEAN BY RUBBED THE OUTSIDE,4
: AND WHAT WERE YOU FEELING,4
I: AND THEN YOU SAID HE RAN AWAY,13
: AND WHAT HAPPENED AFTER THAT,1
: TELL ME MORE ABOUT THAT LADY,3
: WHAT DID SHE LOOK LIKE JESSICA,4
: TELL ME MORE ABOUT WHAT THE LADY SAID,2
: AND WHAT HAPPENED AFTER THAT,1
: OKAY NOW YOU TOLD ME A LITTLE BIT ABOUT THE BAD MAN CAN YOU TELL ME ABOUT HIM AGAIN,5
: TELL ME ABOUT THE BAD MAN,3
: BLUE SHORTS WAS HE WEARING ANYTHING ELSE,5
: WHAT ELSE DO YOU REMEMBER ABOUT THE MAN,3
: TELL ME MORE ABOUT HIS BROWN HAIR,3
: AND TELL ME MORE ABOUT HIS BLUE SHORTS,3
: A BIT BAGGY WHAT ELSE DO YOU REMEMBER ABOUT THE BAD MAN,3
: TELL ME MORE ABOUT THE THONGS,3
I: HOW DID YOU KNOW HE'D BEEN SWIMMING,4
: DID YOU SEE HIM IN THE SWIMMING POOL,5
: HAVE YOU SEEN THAT MAN BEFORE,5
: HAVE YOU SEEN HIM SINCE YOU LEFT THE TOILET,5
: IS THERE ANYTHING ELSE YOU REMEMBER ABOUT THE MAN,5
: YOU SAID THAT THE BAD MAN CAME INTO THE CUBICLE CAN YOU TELL ME MORE ABOUT THAT,5
: TELL ME MORE ABOUT WHEN HE CAME INTO THE CUBICLE,2
: AND THEN WHAT HAPPENED,1
: OKAY YOU SAID HE TOUCHED YOU ON YOUR MINI TELL ME MORE ABOUT THAT,2
: DO YOU KNOW ANY OTHER WORDS FOR YOUR MINI,5
: WHAT OTHER WORDS DO YOU KNOW,4
: YOUR GINA,13
: OKAY AND YOU SAID HE RUBBED THE OUTSIDE OF YOUR MINI,13
: TELL ME MORE ABOUT HOW HE RUBBED YOUR MINI,2
I: WHAT PART OF HIS BODY DID HE USE,4
: CAN YOU TELL ME MORE ABOUT HIS HAND,5
: TELL ME MORE ABOUT HIS HAND,3
: YOU TOLD ME THAT YOU WENT TO THE TOILET ON YOUR OWN BECAUSE YOUR MUM TOLD YOU TO,13
: WAS THERE ANYBODY ELSE IN THE TOILET AT THE TIME,5
: AND WHEN YOU LEFT THE TOILET WHERE DID YOU GO,4
: IN THE POOL DID YOU TELL MUM WHAT HAPPENED,5
: WHEN DID YOU TELL HER WHAT HAPPENED,4
: TELL ME MORE ABOUT MUMMY GET ANGRY,2
: OKAY SO YOU WERE GETTING READY FOR BED DID YOU SAY,13
:  SARAH TELL ME WHAT YOU'VE COME HERE TODAY TO TALK TO ME ABOUT,0
: OKAY ALL RIGHT I WAS HAVING A CHAT TO YOUR SCHOOL NURSE AND SHE TOLD ME ABOUT SOME MARKS ON YOUR BACK CAN YOU TELL ME ABOUT THOSE MARKS ON YOUR BACK,10
: WHAT CAN YOU TELL ME ABOUT THOSE MARKS,4
: REALLY SORE OKAY TELL ME A LITTLE BIT ABOUT HOW THEY'RE SORE,13
: AND TELL ME ABOUT WHERE THOSE MARKS ARE,4
: WHERE DID YOU GET THOSE MARKS FROM,4
: WHO'S YOUR COUSIN,4
: DO YOU KNOW HOW OLD CALLUM IS,5
: HOW OLD IS CALLUM,4
: AND WHERE DOES CALLUM LIVE,4
: DOES IT TAKE YOU A LONG TIME TO GET TO CALLUM'S HOUSE,5
: TELL ME WHO CALLUM'S PARENTS ARE,4
: AND WHAT DO YOU CALL THEM AUNT,4
: CAROL AND,13
: OKAY THESE MARKS ON YOUR BACK TELL ME WHAT HAPPENS WHEN YOU GET THE MARKS ON YOUR BACK,4
I: HE WHIPPED YOU,13
: TELL ME HOW HE WHIPPED YOU,4
: TELL ME WHAT CALLUM USED WHEN HE WHIPPED YOU,4
: WHERE DID HE GET THAT STICK FROM,4
: AND WHOSE GARDEN WAS IT,4
: YOUR GARDEN,13
: OKAY AND IS THAT YOUR GARDEN AT YOUR HOUSE,5
: SO TELL ME WHAT YOU WERE DOING WHEN CALLUM WHIPPED YOU WITH THE STICK,4
: WAS HE PLAYING A GAME AT THE TIME,5
: OKAY TELL ME WHAT HAPPENED AFTER YOU LAID ON YOUR STOMACH,4
: OKAY TELL ME WHAT YOU DID WHEN HE STARTED WHIPPING YOU WITH THE BIG STICK,4
: WHAT DID IT FEEL LIKE WHEN HE WHIPPED WITH THE BIG STICK,4
: WERE YOU PLAYING WITH ANYONE ELSE AT THE TIME,5
: TELL ME WHERE YOUR MUM AND DAD WERE WHEN THIS HAPPENED,4
I: WHERE HAD THEY GONE WHEN THEY WENT OUT,4
: OKAY AND WHO WAS LOOKING AFTER YOU WHEN MUM AND DAD WERE AT WORK,4
: AND WHERE WERE CALLUM'S MUM AND DAD,4
: SO WHAT WERE YOU DOING WHEN YOU WERE IN THE GARDEN WITH CALLUM,4
: OKAY AND WHAT WAS CALLUM DOING IN THE GARDEN BY HIMSELF,4
: AND WHAT HAPPENED AFTER CALLUM GOT THE STICK,4
: WHERE WERE YOU WHEN CALLUM STARTED WHIPPING YOU WITH THE BIG STICK,4
: TELL ME ABOUT THE BIG STICK,3
: HOW BIG WAS IT YOU SAID IT WAS BIG HOW BIG IS BIG,4
: SO WHEN CALLUM WAS WHIPPING YOU WITH THE BIG STICK AND YOU WERE ON YOUR BED HOW MANY TIMES DID HE HIT YOU,4
: AND WHAT WERE YOU DOING WHILST HE WAS HITTING YOU,4
: DID YOU SAY ANYTHING TO CALLUM WHILE HE WAS HITTING YOU WITH THE BIG STICK,5
: DID CALLUM SAY ANYTHING TO YOU WHILE HE WAS HITTING YOU WITH THE BIG STICK,5
: OKAY AND TELL ME WHAT HAPPENED AFTER CALLUM HIT YOU WITH THE BIG STICK,4
I: WAS IT DARK OUTSIDE,5
: WHERE DOES MUM WORK,4
: OKAY WHAT DOES SHE DO AT THE HOSPITAL,4
: OH WOW OKAY AND WHERE DOES DAD WORK,4
: AND WHAT DOES DAD DO,4
: SO WHO NORMALLY LOOKS AFTER YOU WHILE MUM AND DAD ARE AT WORK,4
: OKAY WHERE WAS THE NEIGHBOUR ON THIS OCCASION WHEN CALLUM WAS LOOKING AFTER YOU,4
: OKAY AND WERE YOU AT SCHOOL THE DAY THAT CALLUM WAS LOOKING AFTER YOU,5
: HAD YOU BEEN TO SCHOOL THAT DAY,5
: TELL ME WHAT HAPPENED AFTER YOU LEFT SCHOOL THAT DAY,4
: TELL ME WHAT HAPPENED AFTER YOU GOT HOME FROM SCHOOL,4
: AND WHAT DID YOU DROP THE CRUMBS FROM,4
: WHERE DID YOU DROP THE CRUMBS,4
: WHAT FLOOR DID YOU DROP THEM ON,4
HI LUCY TELL ME WHAT YOU'VE COME TO TALK TO ME ABOUT TODAY,0
MR MATTHEWS,13
HM I WASN'T THERE WHEN MR MATTHEWS WELL I HAVEN'T MET MR MATTHEWS TELL ME EVERYTHING ABOUT MR MATTHEWS,3
HM-HM,13
HM-HM,13
HM WHAT ELSE CAN YOU TELL ME ABOUT MR MATTHEWS,3
HM-HM,13
HE'S NEW,13
HM AND WHAT ELSE CAN YOU TELL ME ABOUT MR MATTHEWS,7
HM-HM AND WHAT ELSE,7
TELL ME MORE ABOUT WHEN MR MATTHEWS TEACHES YOU ART,2
HM-HM,13
HM-HM TELL ME MORE ABOUT WHEN YOU PUT THE PAINTS AWAY,2
HM,13
HM TELL ME MORE ABOUT THAT,2
A DARE TELL ME MORE ABOUT THE DARE,2
HM,13
HM-HM SO TELL ME MORE ABOUT THE DARE,7
HM-HM,13
HM-HM TELL ME MORE ABOUT THAT,2
HM-HM,13
HM-HM SO TELL ME FIRST TELL ME MORE ABOUT WHEN THE DARE AND HE GOES FIRST,2
YEAH AND THEN WHAT HAPPENS AFTER HE GOES FIRST,1
HM-HM AND THEN WHAT HAPPENS,1
AND THEN WHAT HAPPENS,1
AND THEN WHAT HAPPENED AFTER THAT,1
HM AND THEN WHAT HAPPENED,1
HM-HM AND THEN WHAT HAPPENED,1
AND THEN WHAT HAPPENED AFTER THAT,1
HM AND THEN WHAT HAPPENED AT SCHOOL,4
HM-HM AND THEN WHAT HAPPENED,1
HM-HM SO TELL ME MORE ABOUT THE SHOW AND TELL DARE HOW MANY TIMES HAVE YOU DONE THAT,4
SO TELL ME A BIT MORE ABOUT IN THE CUPBOARD,2
HM-HM WHAT ELSE CAN YOU REMEMBER ABOUT THE CUPBOARD,3
HM-HM,13
WHAT ELSE ABOUT THE CUPBOARD,7
HAVE YOU BEEN IN THAT CUPBOARD BEFORE,5
HM-HM TELL ME ABOUT WHEN YOU'VE BEEN IN THE CUPBOARD BEFORE,2
HM-HM,13
HM-HM TELL ME MORE ABOUT WHEN MR MATTHEWS WENT TO THE CUPBOARD WITH YOU,2
AND WHAT HAPPENS AFTER HE FOLLOWS YOU IN,1
HM-HM SO TELL ME MORE ABOUT THE PART WITH THE SHOW AND TELL,2
HM-HM,13
:  TELL ME ABOUT WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
: TELL ME MORE ABOUT THE BAD MAN,3
: AND WHERE DID YOU MEET THE BAD MAN,3
: IN THE TOILET CAN YOU REMEMBER WHAT TOILET,5
: WHAT TOILET WAS THAT,4
: CAN YOU TELL ME EVERYTHING THAT YOU REMEMBER ABOUT THE BAD MAN IN THE TOILET AT KMART,5
: WHAT HAPPENED,4
: OKAY AND THEN WHAT HAPPENED,1
: CAN YOU REMEMBER WHAT HAPPENED AFTER THAT,5
: TELL ME WHAT HAPPENED AFTER THAT,1
: AND THEN WHAT HAPPENED,1
: AND CAN YOU REMEMBER WHAT HAPPENED NEXT,5
: WHAT HAPPENED NEXT,1
: AND THEN WHAT HAPPENED,1
: YEAH AND HOW DID YOU FEEL WHEN THIS WAS HAPPENING,4
I: WHAT HAPPENED AFTER SO AFTER YOU STARTED CRYING,1
: AND WHAT DID YOU DO AFTER THAT,1
: OKAY CAN YOU REMEMBER WHEN THIS HAPPENED,5
: TELL ME WHEN THIS HAPPENED,4
: WHAT HAD YOU BEEN DOING ON THAT DAY,4
: OKAY AND WHO WERE YOU WITH,4
: OKAY AND SO BEFORE YOU WENT INTO THE TOILET WERE YOU ON YOUR OWN WHERE WAS YOUR MUM,4
: OKAY AND SO YOU WENT INTO THE TOILET AND THEN YOU SAW THE BAD MAN,13
: IS THAT RIGHT,5
: OKAY CAN YOU TELL ME MORE ABOUT WHAT HAPPENED WHEN YOU WERE IN THE TOILET WITH THE BAD MAN,5
: SO DID HE SAY ANYTHING TO YOU,5
: WHAT DID HE SAY TO YOU,4
: DID HE SAY ANYTHING ELSE TO YOU,5
: AND CAN YOU REMEMBER HIM SAYING ANYTHING ELSE,5
I: WHAT ELSE DID HE SAY,4
: OKAY AND DID HE DO ANYTHING ELSE,5
: NO AND SO HE TOLD YOU TO BE QUIET DID HE SAY ANYTHING ELSE AFTER THAT,5
: NO AND CAN YOU TELL ME MORE ABOUT WHAT HE WAS DOING WHEN HE WAS TELLING YOU TO BE QUIET,5
: AND CAN YOU REMEMBER IF HE WAS RUBBING YOU UNDER YOUR CLOTHES ON TOP OF YOUR CLOTHES OR SOMEWHERE ELSE,6
: OKAY AND WHAT WERE YOU DOING WHEN THIS HAPPENED,4
: DID YOU SAY ANYTHING,5
: OKAY AND CAN YOU REMEMBER HOW LONG THIS HAPPENED FOR,5
: CAN YOU TELL ME HOW LONG,5
: HOW LONG DID IT HAPPEN FOR,4
: A LONG TIME AND AFTER HOW DID IT STOP,4
: WAS THERE ANYONE ELSE IN THE TOILET,5
: WHO ELSE WAS IN THE TOILET,4
: AND DID YOU TALK TO THE LADY,5
I: WHAT DID YOU SAY,4
: WHAT DID SHE SAY TO YOU,4
: DID SHE SAY ANYTHING ELSE,5
: NO DID SHE DO ANYTHING,5
: DID SHE SEE THE MAN,5
: CAN YOU REMEMBER ANYTHING ELSE ABOUT THE LADY,5
: WHAT ELSE DO YOU REMEMBER,4
: OKAY AND AFTER SHE SPOKE TO YOU WHAT HAPPENED AFTER THAT,1
: DID YOU GO BACK TO MUM ON YOUR OWN,5
: YES AND THEN WHAT HAPPENED,1
: OKAY AND HOW DID YOU FEEL DURING THIS TIME,4
: OKAY IS THERE ANYTHING ELSE THAT YOU CAN REMEMBER ABOUT WHAT HAPPENED THAT DAY AT KMART,5
: AND CAN YOU TELL ME MORE ABOUT THE MAN,5
: WHAT CAN YOU TELL ME,4
I: OKAY AND WHAT DID HE SAY ABOUT HIS YOU SAID HE HAD WHAT COLOUR HAIR,4
: BROWN LONG HAIR AND A GREEN COAT DO YOU REMEMBER ANYTHING ELSE ABOUT HIM,5
: NO CAN YOU REMEMBER ANYTHING ELSE,5
: AND WHEN YOU LEFT THE TOILET WHERE DID THE MAN GO,4
: OKAY DID ANYONE ELSE SEE HIM,5
: AND DID YOU TELL MUM,5
: WHEN DID YOU TELL MUM,4
: THE SAME NIGHT,5
: AND WHAT DID MUM SAY,4
: OH OKAY AND THEN YOU TOLD MUM AND THEN WHAT HAPPENED,1
TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
YEAH YEAH TELL ME EVERYTHING THAT HAPPENED WITH UNCLE GEORGE START FROM THE BEGINNING,0
HE MADE YOU PLAY A YUCKY GAME,13
TELL ME WHAT HAPPENS IN THE YUCKY GAME,4
HM,13
TELL ME SOME MORE ABOUT THE BIG BOYS GAME,2
HM-HM,13
YOU TAKE YOUR TRUCK THERE HAS UNCLE GEORGE MADE YOU PLAY THE BIG BOYS GAME ONE TIME OR MORE THAN ONE TIME,6
ONE TIME SO TELL ME EVERYTHING ABOUT THAT ONE TIME PLAYING THE BIG BOYS GAME AND DON'T FORGET I WASN'T THERE SO I DON'T KNOW WHAT HAPPENED,0
HM,13
HM-HM,13
THERE WERE RUDE PEOPLE AND THEN WHAT HAPPENED,1
SORRY HE WANTED TO TEACH YOU,13
THE BIG BOYS GAME AND THEN WHAT HAPPENED,1
HM-HM SO TELL ME MORE ABOUT THE PART WHERE HE PUT HIS HAND IN YOUR UNDIES,2
HE SQUEEZED YOUR WILLY,13
AND THEN WHAT HAPPENED,1
YOU DIDN'T LIKE IT AND WHAT ELSE HAPPENED IN THE BIG BOYS GAME,2
HM-HM AND WHAT ELSE HAPPENED,1
YOU PLAYED OUTSIDE SO TELL ME SOME MORE ABOUT THE PART WHERE HE PUT HIS HAND IN YOUR PANTS,2
SQUEEZED HIS FINGERS ON YOUR WILLY AND WHAT ELSE HAPPENED,1
YOU TOLD HIM AND WHAT DID UNCLE GEORGE SAY WHEN HE SAID YOU DIDN'T LIKE IT,4
HM AND THEN WHAT HAPPENED,1
YOU STARTED CRYING AND WHAT HAPPENED NEXT,1
HM-HM AND YOU TOLD MUM ABOUT THE YUCKY GAME,5
AND WHAT DID MUM SAY,4
SO TELL ME SOME MORE ABOUT THE START TELL ME SOME MORE ABOUT THE RUDE PEOPLE,2
THEY WERE NAKED TELL ME SOME MORE ABOUT THAT,2
THEY WERE TOUCHING THEIR PRIVATES AND THEN UNCLE GEORGE PUT HIS HAND IN YOUR PANTS,13
AND WHAT ELSE DID HE SAY,4
HM-HM,13
HM THAT'S GOOD IT'S GOOD TO TELL MUM AND DID UNCLE GEORGE SAY ANYTHING ELSE,5
NO AND DID ANYTHING ELSE HAPPEN WHEN HE PUT HIS HAND IN YOUR PANTS,5
NO SO HE PUT HIS FINGERS ON YOUR WILLY AND HE SQUEEZED YOUR WILLY,13
AND YOU TOLD HIM THAT YOU DIDN'T LIKE IT,13
AND HE SAID TO STOP BEING A BABY,13
AND THIS WAS WHEN MUM WAS AT WORK,13
